Address,Property_Type,Latitude,Longitude,Bathroom,Bedroom,Size
"Buxton Road, Sutton Coldfield",House,52.542797,-1.83401,5,5,
"Middle Park Road, Birmingham, West Midlands, B29 4BE",Semi-Detached,52.430602,-1.95128,4,4,"1,800 sq. ft."
"Broad Lane, Birmingham, B14",Detached,52.41453,-1.89116,4,4,
2F Truemans Heath Lane,Bungalow,52.392351,-1.869766,3,3,
2E Truemans Heath Lane,Bungalow,52.392351,-1.869766,3,3,
"The Pressworks 40 - 44 Northwood Street, Birmingham",House,52.486618,-1.906591,2,2,
"Wye Cliff Road, Handsworth, Birmingham, B20 3TB",Semi-Detached,52.50517,-1.9179,6,6,
"Jockey Road, Sutton Coldfield, B73",Detached,52.548759,-1.853923,4,4,
"Hubert Road, Selly Oak, Birmingham, B29 6ET",Terraced,52.44018,-1.93096,6,6,
The Pressworks,Mews,52.487o,-1.90674u,2,2,"1,061 sq. ft."
"Livingstone Road, Kings Heath Birmingham, B14",Semi-Detached,52.423656,-1.896298,4,4,
"Clarence Road, Harborne, Birmingham, B17 9LA",End of Terrace,52.46173,-1.945613,3,3,
"Slade Road, Birmingham, B23",Semi-Detached,52.51941,-1.8573,10,10,
"Beeches Road, BIRMINGHAM",Detached Bungalow,52.53619,-1.91519,4,4,
"St Martins Place, Broad Street, Birmingham, B15",Apartment,52.473574,-1.916829,3,3,"1,397 sq. ft."
"Heeley Road, Selly Oak, Birmingham, B296EJ",Terraced,52.44009,-1.93243,6,6,
"Orphanage Road, Birmingham",Detached,52.52747,-1.83148,4,4,
"Jevons Road, Sutton Coldfield, B73 6QH",Detached,52.55395,-1.862444,4,4,
"Ashmead Rise, Cofton Hackett, Birmingham, Worcestershire, B45",Detached,52.378678,-1.996899,5,5,
"The Pressworks, Northwood Street, Jewellery Quarter, Birmingham",Mews,52.48566,-1.90866,2,2,
"Lelant Grove, Birmingham, West Midlands, B17",Semi-Detached,52.457299,-1.96897,4,4,
"Pickwick Grove, Birmingham",Detached,52.441593,-1.86277,6,6,"1,977 sq. ft."
"Heaton House, Camden Street, Birmingham B1",Town House,52.484382,-1.916344,3,3,
"Harts Green Road, Birmingham",Semi-Detached,52.45656,-1.96729,3,3,
"Rosedene Drive, Handsworth Wood",Detached,52.51462,-1.93158,6,6,
"South Loop Park, Port Loop, Birmingham",Town House,52.481491,-1.928903,4,4,
"Devonshire Road, Handsworth Wood, Birmingham, B20 2PQ",Semi-Detached,52.51665,-1.92876,6,6,
"Bunbury Road, Northfield, Birmingham, B31",Detached,52.415076,-1.954883,3,3,
"Buxton Road, Sutton Coldfield, B73 5RS",Semi-Detached,52.54274,-1.834247,5,5,
"New Hampton Lofts, 99 Branston Street",Apartment,52.489959,-1.909908,2,2,
"Beaufort, Norfolk Road, Edgbaston, Birmingham, B15",Mews,52.46779,-1.943654,2,2,
"Anderton Park Road, Birmingham, B13",,52.450216,-1.874233,5,5,
"Groveley Lane, Cofton Hackett, Birmingham, Worcestershire, B45",Semi-Detached,52.381877,-1.991646,4,4,
"Featherstone Road, Birmingham, West Midlands, B14",Semi-Detached,52.425134,-1.894421,4,4,
"Broad Street, Birmingham, B16",Apartment,52.476425,-1.9146,3,3,"1,207 sq. ft."
"Sterling House, Caroline Street",Apartment,52.48562,-1.90734,3,3,"1,130 sq. ft."
"The Copperworks, Birmingham",Apartment,52.48602,-1.90969,3,3,"1,270 sq. ft."
The Copperworks,Town House,52.48449,-1.91352,3,3,"1,270 sq. ft."
"The Copperworks, Birmingham",Apartment,52.4853,-1.91764,3,3,"1,270 sq. ft."
"Leach Green Lane, Rednal, Birmingham",Detached,52.388916,-2.007529,4,4,"2,704 sq. ft."
"Martineau Drive, Harborne, Birmingham, B32 2AS",Town House,52.462784,-1.97769,4,4,
"Sandon Road, Birmingham",End of Terrace,52.47553,-1.96536,4,4,
"239 Alcester Road, Moseley, Birmingham, B13 8PY",Detached,52.441536,-1.892475,4,4,
"Dark Lane, Kings Norton",Semi-Detached,52.39287,-1.89724,3,3,
"Reservoir Road, Cofton Hackett, Birmingham, Worcestershire, B45",Detached,52.376837,-1.997454,3,3,
"Weeford Drive, Birmingham, B20",Detached,52.523452,-1.933642,4,4,
"Martineau Drive, Harborne, Birmingham, B32 2AS",Town House,52.462784,-1.97769,4,4,
"Manor Road North, Edgbaston, Birmingham, B16 9JS",Semi-Detached,52.474457,-1.9483,4,4,
"FiftySixty, JQ",Apartment,52.48628,-1.90703,2,2,
"Manor Road North, Edgbaston, Birmingham, B16 9JS",Semi-Detached,52.474457,-1.9483,4,4,
"The Copperworks, 3 Sloane Street, Birmingham B1 3DZ",Town House,52.483367,-1.913024,3,3,
"Martineau Gardens, Harborne, Birmingham, B32 2EH",Mews,52.462784,-1.97769,4,4,
"Birmingham Road,Water Orton,B46 1TL",Detached,52.517857,-1.743507,5,5,
"Wharfside Street, BIRMINGHAM",Apartment,52.47487,-1.90706,2,2,
"Grosvenor Road, Harborne, Birmingham",Terraced,52.461311,-1.967931,5,5,
"Ashtree Court, Birmingham",Detached,52.40512,-1.92279,4,4,
"Bagnell Road, Birmingham, B13",Detached,52.42963,-1.88583,4,4,
"Haselor Road, Sutton Coldfield, B73",Semi-Detached,52.545714,-1.849037,5,5,
"Painswick Road, Birmingham, B28",Semi-Detached,52.42788,-1.84686,5,5,
"Woodchurch Grange, Sutton Coldfield, B73 5GA",Detached,52.54041,-1.841576,4,4,
"The Copperworks, Birmingham",Apartment,52.4853,-1.91764,3,3,"1,170 sq. ft."
The Pressworks,Apartment,52.487o,-1.90674u,2,2,"1,113 sq. ft."
"Coleshill Road, Birmingham",Semi-Detached,52.49588,-1.81392,5,5,
"Photographic Works, 37-55 Camden Street, Birmingham, B1",Duplex,52.482846,-1.912942,3,3,
"Priory House, Gooch Street North",Apartment,52.47117,-1.89647,2,2,
"Beaufort Drive, Hodge Hill, Birmingham",Semi-Detached,52.49588,-1.81392,5,5,
"May Lane, Kings Heath, Birmingham, B14",Detached,52.420563,-1.886777,3,3,
"Castle Hills Drive, Castle Bromwich, Birmingham, B36",Detached,52.503752,-1.791756,4,4,
"Linden Road, Bournville, Birmingham",Semi-Detached,52.431648,-1.93706,3,3,
"Alcester Road South, Kings Heath, Birmingham, B14",Detached,52.417702,-1.891357,3,3,
"Alcester Road South, Birmingham, West Midlands, B14",Semi-Detached,52.424349,-1.892721,4,4,
"Shawhurst Lane, Birmingham, B47",Semi-Detached,52.390758,-1.877126,5,5,
"Elwyn Road, Sutton Coldfield, B73 6LB",Detached Bungalow,52.5543,-1.8346u,3,3,
"High Heath Close, Bournville, Birmingham, B30",Detached,52.421479,-1.944814,4,4,
"Harrow Road, Birmingham",House,52.445865,-1.93082,5,5,
"Parkfield Drive, Castle Bromwich",Detached,52.51181,-1.76877,5,5,
"Dalkeith Road, Sutton Coldfield, B73 6PW",Semi-Detached,52.55121,-1.852945,3,3,
"New Road, Water Orton, Birmingham",Detached,52.517448,-1.737608,4,4,
"Foxfield, Northfield, Birmingham",House,52.417697,-1.975694,4,4,
"Falstone Road, Sutton Coldfield",Semi-Detached,52.55123,-1.85513,3,3,
"Mulberry Road, Bournville, Birmingham",Semi-Detached,52.421287,-1.949873,3,3,
"Stanmore Road, Edgbaston, Birmingham",Semi-Detached,52.477966,-1.950589,3,3,
"Chester Road, Sutton Coldfield",Semi-Detached,52.5416,-1.84543,4,4,
"Harborne Park Road, Harborne",Detached Bungalow,52.453286,-1.953983,3,3,
"Court Oak Road, Birmingham",House,52.459915,-1.962954,3,3,
"Northfield Road, Kings Norton / Bournville, Birmingham",Semi-Detached,52.416175,-1.946955,3,3,
"Hole Lane, Bournville Village Trust, Northfield, Birmingham, B31",Semi-Detached,52.416075,-1.954819,3,3,
"Parkfield Drive, Birmingham",Detached,52.51181,-1.76877,5,5,
"King Edwards Wharf, 25 Sheepcote Street, B16 8AT",Apartment,52.47847,-1.91795,2,2,"1,272 sq. ft."
"Littleover Avenue, Hall Green",Semi-Detached,52.42571,-1.84319,6,6,
"East Works Drive, Cofton Hackett, B45 8GX",Detached,52.38231,-1.98688,4,4,
"Bibsworth Avenue, Moseley, Birmingham, B13",Detached,52.432811,-1.859871,6,6,
"B4 Fully Managed Apartments, Birmingham",Apartment,52.48789,-1.89481,3,3,
"B4 Fully Managed Apartments, Birmingham",Apartment,52.48789,-1.89481,3,3,
"B4 Fully Managed Apartments, Birmingham",Apartment,52.48789,-1.89481,3,3,
"Heath Road South, Bournville Village Trust, Northfield, Birmingham, B31",Semi-Detached,52.416189,-1.963127,4,4,
"South Loop Green, Edgbaston",Town House,52.4827,-1.92751,4,4,"1,537 sq. ft."
"B4 Apartments, Birmingham",Apartment,52.48789,-1.89481,3,3,
"Outmore Road, Birmingham",End of Terrace,52.47641,-1.78176,3,3,
"Beacon Hill, Rednal, Birmingham, B45 9QP",Detached,52.388351,-2.018822,4,4,
"Sherlock Street, Birmingham",House,52.4683,-1.89618,3,3,
"Priory House Lofts, Gooch Street North, Birmingham, B5",Duplex,52.472018,-1.897175,3,3,
"Dyas Avenue, Great Barr, Birmingham, B42 1HL",Terraced,52.536144,-1.928129,7,7,
"B1 City Centre, Birmingham",Apartment,52.48341,-1.91146,3,3,
"Somerdale Road, Bournville Village Trust, Northfield, Birmingham, B31",Semi-Detached,52.41765,-1.949991,3,3,
The Copperworks,Town House,52.48449,-1.91352,3,3,"1,150 sq. ft."
"The Copperworks, Birmingham",Apartment,52.4853,-1.91764,3,3,"1,145 sq. ft."
"The Copperworks, Birmingham",Apartment,52.4853,-1.91764,3,3,"1,145 sq. ft."
"Marshall Street, Birmingham, West Midlands, B1",Flat,52.473949,-1.903963,2,2,
"Shadwell Street, Birmingham, B4",Flat,52.48709,-1.89717,4,4,903 sq. ft.
"B4 Apartments, Birmingham",Apartment,52.48789,-1.89481,3,3,
"North Gate, Birmingham",End of Terrace,52.463882,-1.955487,3,3,
"Birmingham, B4",Flat,52.48709,-1.89717,3,3,903 sq. ft.
"Woodland Road, Birmingham, B31",Semi-Detached,52.410215,-1.963122,4,4,
"Dale Road, Birmingham",House,52.445693,-1.934967,5,5,
"Warwards Lane, Birmingham",Semi-Detached,52.436973,-1.925194,8,8,
"Westridge Road,Birmingham,B13 0EB",Semi-Detached,52.423794,-1.862211,5,5,"1,883 sq. ft."
"Beech Road, Harborne, Birmingham, B17 9TD",Mews,52.458912,-1.967269,3,3,
"Stechford Lane, Birmingham",Semi-Detached,52.49041,-1.81689,5,5,
Osborne House,Apartment,52.48476,-1.91116,3,3,"1,334 sq. ft."
"New Street, Birmingham, B36",Semi-Detached,52.504239,-1.78284,4,4,
"Dark Lane, Hollywood",Semi-Detached,52.395877,-1.886265,3,3,
"Stirling Road, Sutton Coldfield",Semi-Detached,52.54979,-1.85307,3,3,
"The Roundabout, Northfield, Birmingham",End of Terrace,52.40029,-1.98879,3,3,
"Gibson Road, Birmingham",Detached,52.50661,-1.9176,5,5,
"High Brow, Harborne, Birmingham, B17 9EW",Terraced,52.46385,-1.957093,3,3,
"Halton Road, Sutton Coldfield, B73 6NZ",Semi-Detached,52.55365,-1.854957,3,3,
"Beaumont Road, Bournville, Birmingham, B30",Terraced,52.423561,-1.934258,4,4,
"Highbridge Road, Sutton Coldfield, B73 5QU",End of Terrace,52.547142,-1.838054,3,3,
"Brookvale Mews, Birmingham",House of Multiple Occupation,52.444519,-1.913845,5,5,
"Arden Road, Acocks Green, Birmingham, B27",Semi-Detached,52.45105,-1.82912,6,6,
"Antrobus Road, Sutton Coldfield, B73 5EN",Semi-Detached,52.54646,-1.843278,3,3,
"Chestnut Drive, Erdington, Birmingham, B24 0DP",Detached,52.524597,-1.820892,3,3,
"Sherborne Wharf, Birmingham",Apartment,52.47676,-1.91692,,,"1,410 sq. ft."
"Green Lanes, Wylde Green, Sutton Coldfield",House,52.539775,-1.829818,3,3,
"Devereux Close, Birmingham, B36",Detached,52.50661,-1.78043,4,4,
"Wheelwright Road, Erdington, Birmingham, B24 8PJ",Semi-Detached,52.512154,-1.846979,6,6,
"Hinstock Road, Birmingham",Semi-Detached,52.51084,-1.92908,6,6,
"Highbridge Road, Sutton Coldfield, West Midlands, B73",End of Terrace,52.547206,-1.83736,3,3,
"Raddlebarn Road, Birmingham",House,52.439109,-1.926917,5,5,
"Green Meadow Road, Bournville Village Trust, Selly Oak, Birmingham, B29",Semi-Detached,52.431638,-1.963596,3,3,
"Edward Road, Balsall Heath, Birmingham, B12",Terraced,52.457548,-1.891487,,,
"Holywell Lane, Rednal, Birmingham",House,52.390014,-2.030697,7,7,
"High Street-9.4% Rental Yield -£42,500 Rental Income, Erdington, Birmingham, B23",,52.52244,-1.84093,,,
"Hubert Road, Birmingham",House,52.442916,-1.934108,5,5,
"Markham Road, Sutton Coldfield, B73",Detached Bungalow,52.555521,-1.86222,3,3,
"Highbridge Road, Sutton Coldfield, West Midlands, B73",Bungalow,52.547206,-1.83736,3,3,
"May Lane, Kings Heath, Birmingham, B14",Detached,52.419441,-1.882994,3,3,
"Gravelly Hill North, Erdington, Birmingham",Apartment,52.52065,-1.84624,1,1,
"Charlotte Street, Birmingham, West Midlands, B3",Flat,52.484168,-1.905891,2,2,
"The Lightwell, 61 Cornwall Street, B3 2EE",Apartment,52.48241,-1.901904,2,2,"1,033 sq. ft."
"Moor Pool Avenue, Birmingham",House,52.46202,-1.954161,3,3,
"Bournbrook Road, Birmingham, West Midlands, B29",Semi-Detached,52.44321,-1.92678,5,5,
"Rose Hill, Lickey, B45 8RR",Semi-Detached,52.37888,-2.00871,3,3,
"East Works Drive, Cofton Hackett, B45 8GX",Detached,52.38231,-1.98688,3,3,
"Sydenham Place, Jewellery Quarter, B1",Penthouse,52.486138,-1.913678,2,2,"1,280 sq. ft."
"Sydenham Place, 26B Tenby Street , Jewellery Quarter",Penthouse,52.48575,-1.91351,3,3,"1,281 sq. ft."
"Sydenham Place, Tenby Street, Jewellery Quarter, B1",Penthouse,52.48575,-1.91351,3,3,
"Regent Place, Birmingham, B1",Apartment,52.48602,-1.90969,2,2,
"Birmingham Buy to Let Investment, Birmingham",Apartment,52.48367,-1.89261,3,3,
"College Road, Sutton Coldfield, B73",Semi-Detached,52.548253,-1.852155,3,3,
"Birmingham Buy to Let Investment, Birmingham",Apartment,52.48367,-1.89261,3,3,
"Birmingham Buy to Let Investment, Birmingham",Apartment,52.48367,-1.89261,3,3,
"Edenhall Road, Quinton, Birmingham, West Midlands",Link Detached House,52.46028,-2.001554,4,4,
"Dunchurch Crescent, Sutton Coldfield",Detached Bungalow,52.5554,-1.867179,3,3,
"Arden Road, Birmingham, B27",Semi-Detached,52.450793,-1.825776,5,5,
"Anderton Road, Birmingham, B11",Terraced,52.461582,-1.868489,6,6,
"Laburnum Way, Northfield, Birmingham, B31",Detached,52.401157,-1.971613,3,3,
"Maple Road, Rednal, Birmingham",Detached,52.38977,-2.02067,4,4,
"Barnsley Road, Birmingham",Semi-Detached,52.47454,-1.965902,4,4,
"Sherborne Lofts, 33 Grosvenor Street West, Brindley Place",Apartment,52.47676,-1.91692,2,2,"1,220 sq. ft."
"Avery Road, Sutton Coldfield",Detached,52.5527,-1.862759,4,4,
"Chestnut Drive, Erdington, Birmingham, B24 0DN",Detached,52.525822,-1.822052,3,3,
"Merlin Way, Birmingham",Terraced,52.521957,-1.785633,1,1,
"Southam Close, Hall Green",Semi-Detached Bungalow,52.43391,-1.85287,4,4,
Reliance Works,Town House,52.48692,-1.90865,2,2,"1,152 sq. ft."
"Welford Road, Sutton Coldfield, B73 5DP",Semi-Detached,52.54646,-1.850024,4,4,
"Lordswood Road, Harborne, Birmingham, B17 9BL",End of Terrace,52.462814,-1.963924,3,3,
"Quarry Lane, Birmingham",Detached,52.407604,-1.967748,3,3,
"The Royal Arch (Mailbox), Wharfside Street, Birmingham, B1 1RG",Penthouse,52.475782,-1.904659,2,2,"1,355 sq. ft."
"Tenby Street North, Birmingham, B1",Duplex,52.48602,-1.91499,3,3,"1,045 sq. ft."
Treasure House,Duplex,52.48602,-1.91499,3,3,"1,045 sq. ft."
"Apartment 29, Treasure House, Carver Street, B1 3EG",Duplex,52.48602,-1.91499,3,3,"1,045 sq. ft."
"Leasowes Road, Birmingham",House,52.440059,-1.888789,3,3,
"Madison Avenue, Hodge Hill, Birmingham",Semi-Detached,52.498378,-1.811571,3,3,
"Barnsbury Avenue, Sutton Coldfield",Semi-Detached Bungalow,52.53287,-1.82156,4,4,
"Britwell Road, Boldmere",Semi-Detached,52.54842,-1.83627,3,3,
"Oaklands Way, Northfield, Birmingham, B31 5EA",Detached,52.402393,-2.001161,4,4,
"Addison Road, Kings Heath, Birmingham, B14",Terraced,52.43116,-1.88715,5,5,
"Barrows Lane, Yardley, Birmingham",Semi-Detached,52.466869,-1.802118,4,4,
"Steyning Road , South Yardley",Semi-Detached,52.45677,-1.80688,3,3,
"Yardley Wood Road, Birmingham, B13",Detached,52.449567,-1.873145,6,6,
"Northcroft Way, Birmingham, B23",Link Detached House,52.521745,-1.854603,5,5,
"Ravenhurst Road, Harborne, Birmingham, B17 9DR",Terraced,52.461334,-1.954101,3,3,
"All Saints Road, Kings Heath, Birmingham, West Midlands, B14",Semi-Detached,52.431546,-1.894417,4,4,
"Hillyfields Road, Birmingham, B23",Detached,52.523418,-1.866021,5,5,
"Fast Pits Road, Birmingham",End of Terrace,52.46668,-1.82303,5,5,
"1 Gabriel Place, Church Road, Birmingham, B15",Retirement Property,52.46661,-1.9218,2,2,
"Woodleaves, Hollywood",Semi-Detached,52.397o,-1.88547u,3,3,
"1 Gabriel Place, Church Road, Birmingham, B15",Retirement Property,52.46661,-1.9218,2,2,
"Heathfield Road, Kings Heath, Birmingham",Terraced,52.434719,-1.889386,4,4,
"Heath Road South, Bournville Village Trust, Northfield, Birmingham, B31",Semi-Detached,52.416265,-1.961669,3,3,
"Cadbury Road, Birmingham, West Midlands, B13",End of Terrace,52.449459,-1.874108,5,5,
"Grove Road, Birmingham, B14",Semi-Detached,52.426903,-1.901387,3,3,
"Radnor Road, Handsworth",Semi-Detached,52.50364,-1.91643,6,6,
"Bull Street, Harborne, Birmingham, B17 0HH",Terraced,52.458503,-1.947051,3,3,
"East Works Drive, Cofton Hackett, B45 8GX",Semi-Detached,52.38231,-1.98688,4,4,
"Lordswood Road, Harborne",Semi-Detached,52.461729,-1.963033,3,3,
"Ravenhurst Road, Harborne, Birmingham, B17 9DR",Terraced,52.461333,-1.954102,3,3,
"New Road, Hollywood, Birmingham",Semi-Detached,52.39807,-1.884u,3,3,
The Pressworks,Apartment,52.487o,-1.90674u,2,2,861 sq. ft.
"Madison Avenue, Birmingham, West Midlands, B36",Semi-Detached,52.49831,-1.81185,5,5,
"Hamstead Hall Road,Handsworth Wood,Birmingham,B20 1HT",Detached,52.521305,-1.9334,5,5,"1,363 sq. ft."
"Hallot Close, Birmingham, B23 5YW",Detached,52.54033,-1.853835,4,4,
"Alcester Drive, Sutton Coldfield, B73 6PY",Detached,52.55512,-1.859596,4,4,
"Old Birmingham Road, Lickey, B45 8ES",Semi-Detached,52.37215,-2.015107,3,3,
"Orchard Road, Birmingham, B24",Terraced,52.526155,-1.831225,4,4,
"Station Road, Birmingham, B33",Semi-Detached,52.480809,-1.808505,6,6,
"Estria Road, Edgbaston, Birmingham, B15",House,52.466423,-1.914366,3,3,
89 Ravenhurst Road,Terraced,52.461559,-1.954088,3,3,947 sq. ft.
"Citygreens, Sheldon, Birmingham",Penthouse,52.45381,-1.788908,3,3,
"Greenfield Road, Harborne, Birmingham",Apartment,52.45781,-1.94639,3,3,
"Pershore Road, Selly Park, Birmingham, West Midlands, B29",Bungalow,52.438629,-1.91656,3,3,
"Trinity Road, Aston, Birmingham, B6 6HL",Terraced,52.508686,-1.888275,2,2,
"Snow Hill Wharf, Shadwell Street, Birmingham, B4",Apartment,52.48412,-1.89585,2,2,695 sq. ft.
"Fugelmere Close, Harborne, Birmingham",End of Terrace,52.46447,-1.97332,3,3,
"Greenside Road, Erdington",Detached,52.52799,-1.82293,3,3,
"Sandhurst Avenue, Birmingham, West Midlands, B36",Semi-Detached,52.498018,-1.814247,3,3,
"Coventry Road, Sheldon, Birmingham",Semi-Detached,52.451301,-1.766932,4,4,
"Alcester Drive, Sutton Coldfield, B73 6PY",Detached,52.555321,-1.859528,4,4,
"Belgravia Close, Edgbaston, B5",Terraced,52.464882,-1.89649,3,3,
"Snow Hill Wharf, Shadwell Street, Birmingham, B4",Apartment,52.48412,-1.89585,2,2,770 sq. ft.
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ",Apartment,52.48907,-1.90747,2,2,834 sq. ft.
Reliance Works,Apartment,52.48692,-1.90865,2,2,"1,136 sq. ft."
Princip Luxury Apartments,Apartment,52.48709,-1.89717,2,2,693 sq. ft.
"Snow Hill Wharf, Shadwell Street, Birmingham, B4",Apartment,52.48412,-1.89585,2,2,758 sq. ft.
"Moor Pool Avenue, Birmingham",House,52.46228,-1.954298,2,2,
"Lickey Coppice, Cofton Hackett, Birmingham, Worcestershire, B45",Detached,52.379481,-2.000543,3,3,
"Colomore Building, Snow Hill Wharf, Birmingham, B4",Flat,52.48709,-1.89717,2,2,687 sq. ft.
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ",Apartment,52.48907,-1.90747,2,2,805 sq. ft.
"Morjon Drive, Birmingham",Semi-Detached,52.54941,-1.93286,4,4,
"The Regent, Snow Hill Wharf, Shadwell Street, Birmingham, B4",Apartment,52.486601,-1.897917,2,2,
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ",Apartment,52.48907,-1.90747,2,2,747 sq. ft.
